LSI	Vancouver	CA	Academic English	Academic English 30	25	30	B1	16	0	175						12	500.00	24	470.00	12	500.00	24	470.00					
LSI	Vancouver	CA	IELTS Exam Preparation	IELTS 30	25	30	B1	16	0	175						1	520.00	4	510.00	12	500.00	24	470.00					
LSI	Vancouver	CA	TOEFL Exam Preparation	TOEFL 30	25	30	B2	16	0	175						1	520.00	4	510.00	12	500.00	24	470.00					
LSI	Auckland	NZ	General English	General 20	16.7	20	A1	16	20	230						1	475	4	470	12	465	24	0					
LSI	Auckland	NZ	IELTS Exam Preparation	IELTS 20	16.7	20	A1	16	20	230						1	475	4	470	12	465	24	0					
LSI	Auckland	NZ	Semi-Intensive English	Intensive 24	20	24	A1	16	20	230						1	535	4	525	12	520	24	510					
LSI	Auckland	NZ	Intensive English	Intensive 30	25	30	A1	16	20	230						1	600	4	595	12	590	24	575					
LSI	Auckland	NZ	Academic English	Academic English 30	25	30	B1	16	20	230						12	590	24	575									
LSI	Auckland	NZ	IELTS Exam Preparation	IELTS 30 	25	30	B1	16	20	230						1	600	4	595	12	590	24	575					
LSI	Auckland	NZ	TOEFL Exam Preparation	TOEFL 30	25	30	B1	16	20	230						1	600	4	595	12	590	24	575					
LSI	Brisbane	AU	General English	General 20	16.7	20	A1	16	15	275						1	460	4	445	12	435	24	410					
LSI	Brisbane	AU	Semi-Intensive English	Intensive 24	20	24	A1	16	15	275						1	535	4	520	12	510	24	485					
LSI	Brisbane	AU	Intensive English	Intensive 30	25	30	A1	16	15	275						1	590	4	575	12	565	24	525					
LSI	Brisbane	AU	IELTS Exam Preparation	IELTS 30 	25	30	B1	16	15	275						1	590	4	575	12	565	24	525					
LSI	Paris	FR	General English	General 20	16.7	20	A1	16	10	115						1	445	4	400	12	380	24	355					
LSI	Paris	FR	Semi-Intensive English	Intensive 24	20	24	A1	16	10	115						1	500	4	465	12	435	24	405					
LSI	Paris	FR	Intensive English	Intensive 30	25	30	A1	16	10	115						1	565	4	515	12	490	24	465					
LSI	Zurich	CH	General English	General 20	16.7	20	A1	16	15	135						1	525	4	485	12	465	24	410					
LSI	Zurich	CH	Intensive English	Intensive 30	25	30	A1	16	15	135						1	695	4	655	12	630	24	580					
Future Learning Language School	Dublin	IE	General English	ENGLISH AND 21ST CENTURY COMMUNICATION SKILLS	15	20	A1	18	80	75	Learner Protection	40				1	230.00	3	220.00	13	210.00	19	200.00	25	190.00			
Future Learning Language School	Dublin	IE	General English Afternoon	ENGLISH AND 21ST CENTURY COMMUNICATION SKILLS	15	20	A1	18	80	75	Learner Protection	40				1	200.00	3	190.00	13	180.00	19	170.00	25	160.00			
Future Learning Language School	Athlone	IE	General English	ENGLISH AND 21ST CENTURY COMMUNICATION SKILLS	15	20	A1	18	80	75	Learner Protection	40				1	190.00	3	180.00	13	170.00	19	160.00	25	150.00			
Future Learning Language School	Athlone	IE	General English Afternoon	ENGLISH AND 21ST CENTURY COMMUNICATION SKILLS	15	20	A1	18	80	75	Learner Protection	40				1	150.00	3	140.00	13	130.00	19	120.00	25	110.00			
NCG New College Group	Manchester	UK	General English	General English	15	20	A1	16	70	75			30	01/01/2026	31/12/2026	1	285.00	8	270.00	16	255.00	24	240.00	36	225.00			
NCG New College Group	Manchester	UK	Intensive English	Intensive English	21	30	A1	16	70	75			30	01/01/2026	31/12/2026	1	340.00	8	325.00	16	310.00	24	295.00	36	280.00			
NCG New College Group	Manchester	UK	Super-Intensive English	Super-Intensive English	25	35	A1	16	70	75			30	01/01/2026	31/12/2026	1	370.00	8	355.00	16	340.00	24	325.00	36	310.00			
NCG New College Group	Manchester	UK	IELTS Exam Preparation	IELTS Exam Preparation	15	20	B1	16	70	75			30	01/01/2026	31/12/2026	1	285.00	8	270.00	16	255.00	24	240.00	36	225.00			
NCG New College Group	Liverpool	UK	General English	General English	15	20	A1	16	70	75			30	01/01/2026	31/12/2026	1	285.00	8	270.00	16	255.00	24	240.00	36	225.00			
NCG New College Group	Liverpool	UK	Intensive English	Intensive English	21	30	A1	16	70	75			30	01/01/2026	31/12/2026	1	340.00	8	325.00	16	310.00	24	295.00	36	280.00			
NCG New College Group	Liverpool	UK	Super-Intensive English	Super-Intensive English	25	35	A1	16	70	75			30	01/01/2026	31/12/2026	1	370.00	8	355.00	16	340.00	24	325.00	36	310.00			
NCG New College Group	Liverpool	UK	IELTS Exam Preparation	IELTS Exam Preparation	15	20	B1	16	70	75			30	01/01/2026	31/12/2026	1	285.00	8	270.00	16	255.00	24	240.00	36	225.00			
Inlingua 	Cheltenham	UK	General English	General English GE	15	20	A1	16	0	60						1	350.00	5	330.00	9	310.00	13	280.00	25	250.00			
Inlingua 	Cheltenham	UK	Intensive English	Intensive English GE 30	22.5	30	A1	16	0	60						1	425.00	5	390.00	9	365.00	13	335.00	25	300.00			
Kings Hall College	Manchester	UK	General English	General English	15	20	A1	16	0	110						1	270.00	9	260.00	17	250.00	25	240.00					
Kings Hall College	Manchester	UK	Intensive English	General English	20	30	A1	16	0	110						1	320.00	9	310.00	17	300.00	25	290.00					
Kings Hall College	Manchester	UK	Super-Intensive English	General English	25	35	A1	16	0	110						1	360.00	9	350.00	17	340.00	25	330.00					
Kings Hall College	Manchester	UK	IELTS Exam Preparation	IELTS Exam Preparation	15	20	B1	18	0	110						1	270.00	9	260.00	17	250.00	25	240.00					
Bayswater	London	UK	General English	Standard	15	20	A1	16	0	95						1	382.00	12	342.00	24	297.00							
Bayswater	London	UK	Semi-Intensive English	Intensive English	18.75	25	A1	16	0	95						1	427.00	12	382.00	24	327.00							
Bayswater	London	UK	Intensive English	Super Intensive 	22.5	30	A1	16	0	95						1	472.00	12	427.00	24	377.00							
Bayswater	London	UK	IELTS Exam Preparation	IELTS Exam Preparation	15	20	B1	16	0	95						1	382.00	12	342.00	24	297.00							
Bayswater	Liverpool	UK	General English	Standard	15	20	A1	16	0	95						1	292.00	12	257.00	24	237.00							
Bayswater	Liverpool	UK	Semi-Intensive English	Intensive	18.75	25	A1	16	0	95						1	322.00	12	292.00	24	262.00							
Bayswater	Liverpool	UK	Intensive English	Super Intensive	22.5	30	A1	16	0	95						1	362.00	12	347.00	24	307.00							
Bayswater	Liverpool	UK	IELTS Exam Preparation	IELTS Preparation	15	20	B1	16	0	95						1	292.00	12	257.00	24	237.00							
Bayswater	Brighton	UK	General English	Standard	15	20	A1	16	0	95						1	347.00	12	307.00	24	272.00							
Bayswater	Brighton	UK	Semi-Intensive English	Intensive	18.75	25	A1	16	0	95						1	392.00	12	347.00	24	307.00							
Bayswater	Brighton	UK	Intensive English	Super Intensive	22.5	30	A1	16	0	95						1	452.00	12	402.00	24	352.00							
Bayswater	Brighton	UK	IELTS Exam Preparation	IELTS Preparation	15	20	B1	16	0	95						1	352.00	12	307.00	24	272.00							
Bayswater	Bournemouth	UK	General English	Standard	15	20	A1	16	0	95						1	292.00	12	257.00	24	237.00							
Bayswater	Bournemouth	UK	Semi-Intensive English	Intensive	18.75	25	A1	16	0	95						1	322.00	12	292.00	24	262.00							
Bayswater	Bournemouth	UK	Intensive English	Super Intensive	22.5	30	A1	16	0	95						1	362.00	12	347.00	24	307.00							
Bayswater	Bournemouth	UK	IELTS Exam Preparation	IELTS Preparation	15	20	B1	16	0	95						1	292.00	12	257.00	24	237.00							
Bayswater	Leeds	UK	General English	Standard	15	20	A1	16	0	95						1	292.00	12	257.00	24	237.00							
Bayswater	Leeds	UK	Semi-Intensive English	Intensive	18.75	25	A1	16	0	95						1	322.00	12	292.00	24	262.00							
Bayswater	Leeds	UK	Intensive English	Super Intensive	22.5	30	A1	16	0	95						1	362.00	12	347.00	24	307.00							
Bayswater	Leeds	UK	IELTS Exam Preparation	IELTS Preparation	15	20	B1	16	0	95						1	292.00	12	257.00	24	237.00							
Bayswater	Vancouver	CA	General English	Standard	15	20	A1	16	0	190						1	400.00	12	375.00	24	335.00							
Bayswater	Vancouver	CA	Semi-Intensive English	Intensive	18.75	25	A1	16	0	190						1	450.00	12	435.00	24	400.00							
Bayswater	Vancouver	CA	Intensive English	Super Intensive	22.5	30	A1	16	0	190						1	495.00	12	480.00	24	440.00							
